index,name,address,reason
2380,Gminny Ośrodek Pomocy Społecznej w Sztutowie,"ul. Gdańska 55, 82-110 Sztutowo",Service not available
2383,Miejski Ośrodek Pomocy Społecznej w Sopocie (Punkt Interwencji Kryzysowej ),"MOPS - ul. Kolejowa 14, 81-835 Sopot PIK - al. Niepodległości 876",Geocoding failed
2393,Miejski Ośrodek Pomocy Społecznej w Lęborku,"ul. Wyszyńskiego 3, 84-300 Lębork",Service timed out
2403,Gminny Ośrodek Pomocy Społecznej w Kwidzynie,"ul. 11-go Listopada 27/4, 82-500 Kwidzyn",Geocoding failed
2406,Powiatowe Centrum Pomocy Rodzinie w Kościerzynie (Punkt Interwencji Kryzysowej),"ul. Krasickiego 4, 83-400 Kościerzyna (PCPR, pokój nr 13)",Geocoding failed
2407,Ośrodek Pomocy Społecznej w Nowej Karczmie,"ul. Gdańska 6, 83-404 Nowa Karczma",Service not available
2412,Gminny Ośrodek Pomocy Społecznej w Żukowie,"ul. Prusa 49, 83-330 Żukowo",Service not available
2415,Gminny Ośrodek Pomocy Społecznej w Pruszczu Gdańskim z siedzibą w Cieplewie,"Cieplewo, Długa 20/A
83-031 Łęgowo",Geocoding failed
2416,Gminny Ośrodek Pomocy Społecznej w Pszczółkach,"ul. Pomorska 18, 83-032 Pszczółki",Service not available
2418,Gminny Ośrodek Pomocy Społecznej w Kowalu,"ul. Piwna 33, 87-820 Kowal",Service not available
2419,Gminny Ośrodek Pomocy Społecznej w Cedrach Wielkich ,"ul. M. Płażyńskiego 16, 83-020 Cedry Wielkie",Service timed out
2441,Gminny Ośrodek Pomocy Społecznej w Kołczygłowach,"ul. Słupska 56, 77-140 Kołczygłowy",Service not available
2447,Gminny Ośrodek Pomocy Społecznej w Drużbicach,97-403 Drużbice 20 B,Geocoding failed
2449,Gminny Ośrodek Pomocy Społecznej w Zdunach,99-440 Zduny 1C,Geocoding failed
2450,Urząd Gminy Maków,"ul. Akacjowa 2A
96-124 Maków",Service timed out
2454,Gminny Ośrodek Pomocy Społecznej w Skierniewicach,"Reymonta 23 
96-100 Skierniewice",Service timed out
2459,Powiatowe Centrum Pomocy Rodzinie w Pabianicach,"ul.Traugutta 6A
 95-200 Pabianice",Geocoding failed
2471,Gminny Ośrodek Pomocy Społecznej w Strzelcach,"ul. Leśna 1
 99-307 Strzelce",Service timed out
2475,Miejski Ośrodek Pomocy Społecznej w Warcie,"ul. kpt. St. Skarżyńskiego 12
98-290 Warta",Service timed out
2476,Gminny Ośrodek Pomocy Społecznej w Pątnowie,98-335 Pątnów 48,Geocoding failed
2480,Urząd Gminy Wróblew,98-285 Wróblew 15,Geocoding failed
2484,Gminny Ośrodek Pomocy Społecznej w Lipcach Reymontowskich,"ul. Reymonta 24
96-127 Lipce Reymontowskie",Service not available
2485,Miejsko-Gminny Ośrodek Pomocy Społecznej w Konstantynowie Łódzkim,"ul. J. Słowackiego 11
95-050 Konstantynów Łódzki",Geocoding failed
2486,Miejsko Gminny Ośrodek Pomocy Społecznej w Szadku,"Warszawska 7
98-240 Szadek",Service not available
2487,Urząd Gminy Góra Świętej Małgorzaty,99-122 Góra Świętej Małgorzaty 44,Service not available
2497,Gminny Ośrodek Pomocy Społecznej w Konopnicy,"ul. Rynek 15
98-313 Konopnica",Service timed out
2501,Gminny Ośrodek Pomocy Społecznej w Wodzieradach,"Kwiatkowice
ul. Szkolna nr 17
98-105 Wodzierady",Geocoding failed
2504,Gminny Ośrodek Pomocy Społecznej w Grabicy,97-306 Grabica 55,Geocoding failed
2507,Gminny Ośrodek Pomocy Społecznej w Łowiczu,"ul. Długa 12
99-400 Łowicz",Service not available
2514,Gminny Ośrodek Pomocy Społecznej w Słupii,28-350 Słupia 2A,Geocoding failed
2519,Urząd Miasta Ozorków,"ul. Pilota Stanisława Wigury 1
95-035 Ozorków",Service not available
2520,Urząd Gminy Daszyna,99-107 Daszyna 34A,Geocoding failed
2521,Gminny Ośrodek Pomocy Społecznej w Brójcach,95-006 Brójce 39,Geocoding failed
2524,Miejski Ośrodek Pomocy Społecznej w Brzezinach,"ul. Św. Anny 57
95-060 Brzeziny",Service not available
2529,Urząd Gminy Żychlin,"ul. Barlickiego 15
99-320 Żychlin",Service timed out
2533,Urząd Gminy Widawa,"ul. Rynek Kościuszki 10,
98-170 Widawa",Service timed out
2538,Starostwo Powiatowe w Tomaszowie Mazowieckim,"ul. Św. Antoniego 41
97-200 Tomaszów Mazowiecki",Service not available
2540,Miejski Ośrodek Pomocy Społecznej w Tomaszowie Mazowieckim,"ul. Cekanowska 5
 97-200 Tomaszów Mazowiecki",Service not available
2541,Gminny Ośrodek Pomocy Społecznej w Czarnożyłach,98-310 Czarnożyły 48,Geocoding failed
2543,Miejsko-Gminny Ośrodek Pomocy Społecznej w Bolimowie,"ul. Łowicka 9
99 - 417 Bolimów",Service not available
2545,Miejsko-Gminny Ośrodek Pomocy Społecznej w Żarnowie,"ul. Opoczyńska 5
26 - 330 Żarnów",Service not available
2546,Gminny Ośrodek Pomocy Społecznej w Nieborowie,"al. Legionów Polskich 26 
99-416 Nieborów",Service not available
2547,Gminny Ośrodek Pomocy Społecznej w Regnowie,96-232 Regnów 95,Geocoding failed
2548,Gminny Ośrodek Pomocy Społecznej w Masłowicach,97-515 Masłowice 84 A,Geocoding failed
2549,Urząd Gminy Sadkowice,96-206 Sadkowice 129A,Geocoding failed
2556,Miejski Ośrodek Pomocy Społecznej w Rawie Mazowieckiej,"ul. Krakowska 22a
96-200 Rawa Mazowiecka",Service timed out
2571,Starostwo Powiatowe w Łasku,"ul. Południowa 1
98-100 Łask",Service not available
2580,Miejski Ośrodek Pomocy Rodzinie w Skierniewicach,"Al. Niepodległości 4, 96-100 Skierniewice",Service timed out
2586,Gminny Ośrodek Pomocy Społecznej w Łaniętach,99-306 Łanięta 15F,Service timed out
2588,Gminny Ośrodek Pomocy Społecznej w Nowej Brzeźnicy,"ul.Kościuszki 103
98-331 Nowa Brzeźnica",Service not available
2593,Urząd Gminy Nowy Kawęczyn,96-115 Nowy Kawęczyn 32,Geocoding failed
2594,Urząd Miasta Tomaszów Mazowiecki,"ul. P.O.W. 10/16
97-200 Tomaszów Mazowiecki",Service not available
2595,Gminny Ośrodek Pomocy Społecznejw Ostrówku,98-311 Ostrówek 115,Geocoding failed
2596,Miejsko - Gminny Ośrodek Pomocy Społecznej w Krośniewicach,"ul. Poznańska15
 99-340 Krośniewice",Geocoding failed
2598,Gminny Ośrodek Pomocy Społecznej w Nowym Kawęczynie,96-115 Nowy Kawęczyn 32,Service timed out
2599,Urząd Gminy w Budziszewicach,"ul. J. Ch. Paska 66, 97-212 Budziszewice",Geocoding failed
2601,Gminny Ośrodek Pomocy Społecznej w Świnicach Warckich,"ul. Szkolna 1
99-140 Świnice Warckie",Service not available
2602,Gminny Ośrodek Pomocy Społecznej w Łęczycy,"ul. Przedrynek 2
 99-100 Łęczyca",Service not available
2604,Urząd Miasta Przedbórz,"ul. Mostowa 29
97-570 Przedbórz",Service not available
2606,Gminny Ośrodek Pomocy Społecznej w Kutnie,"ul. Wincentego Witosa 1
 99-300 Kutno",Service not available
2610,Gminny Ośrodek Pomocy Społecznej w Mokrsku,98-345 Mokrsko 233,Geocoding failed
2611,Urząd Gminy w Brąszewicach,"ul. Sieradzka 98, 98-277 Brąszewice",Service not available
2618,Ośrodek Interwencji Kryzysowej w Opocznie,"ul. Biernackiego 18B
 26-300 Opoczno",Service not available
2619,Gminny Ośrodek Pomocy Społecznej w Kowiesach,96-111 Kowiesy 86,Geocoding failed
2625,Powiatowe Centrum Pomocy Rodzinie w Stargardzie,"ul. Skarbowa 1, 73 - 110 Stargard",Service not available
2637,Miejsko-Gminny Ośrodek Pomocy Społecznej w Czaplinku,"ul. Pławieńska 3, 78-440 Czaplinek",Service not available
2638,Miejsko-Gminny Ośrodek Pomocy Społecznej w Połczynie-Zdroju,"ul. Koszalińska 8A
78-320 Połczyn - Zdrój",Service not available
2645,Miejski Ośrodek Pomocy Rodzinie w Świnoujściu (Specjalistyczny Ośrodek Wsparcia dla Osób Doznających Przemocy Domowej),"ul. Dąbrowskiego 4, 72-600 Świnoujście II piętro, pokój numer 202, 203A",Service timed out
2654,Ośrodek Pomocy Społecznej w Warnicach,"Warnice 66, 74-201 Warnice",Service not available
2656,Ośrodek Pomocy Społecznej w Kamieniu Pomorskim,"ul. Kopernika 26, 72-400 Kamień Pomorski",Service not available
2659,Ośrodek Pomocy Społecznej w Dobrzanach,"ul.Staszica 1, 73-130 Dobrzany",Geocoding failed
2664,Ośrodek Pomocy Społecznej w Trzebiatowie (Punkt Informacyjno - Konsultacyjny),"ul. Daszyńskiego 26, 72-320 Trzebiatów",Service timed out
2667,Urząd Miejski w Sławnie,"ul. Marie Curie-Skłodowskiej 9, 76-100 Sławno",Service not available
2670,Ośrodek Pomocy Społecznej w Pyrzycach,"Plac Ratuszowy 1, 74-200 Pyrzyce",Service timed out
2685,Urząd Miasta i Gminy w Stepnicy (Punkcie Konsultacyjnym Gminnej Komisji Rozwiazywania Problemów Alkoholowych),"ul. T. Kościuszki 4, 72-112 Stepnica",Geocoding failed
2688,Miejsko-Gminny Ośrodek Pomocy Społecznej w Choszcznie,"ul. Wolności 41, 73-200 Choszczno",Service timed out
2697,Gminy Ośrodek Pomocy Społecznej w Tychowie (Zespół Interdyscyplinarny ds. Przeciwdziałania Przemocy w Rodzinie),"ul . Wolności 7, 78-220 Tychowo",Geocoding failed
2703,Ośrodek Pomocy Społecznej w Lipianach,"ul. Myśliborska 3 (budynek SPZOZ)
 74 – 240 Lipiany",Geocoding failed
2709,Miejski Ośrodek Pomocy Społecznej w Białogardzie,"ul. Krótka 1, 78-200 Białogard",Service not available
2710,Ośrodek Pomocy Społecznej w Biesiekierzu,76-039 Biesiekierz 13,Geocoding failed
2715,Urząd Miejski w Dębnie,"ul. Marszałka Józefa Piłsudskiego 5,
74 - 400 Dębno",Service not available
2718,Ośrodek Pomocy Społecznej w Międzyzdrojach,"ul. Plac Ratuszowy 1, 72-500 Międzyzdroje",Service not available
2719,Ośrodek Pomocy Społecznej w Policach                                     (Zespół Interdyscyplinarny ds. Przeciwdziałania Przemocy Domowej),"ul. Siedlecka 2a, 72-010 Police",Service not available
2722,Miejsko - Gminny Ośrodek Pomocy Społecznej w Polanowie,"ul. Wolności 7, 76-010 Polanów",Service not available
2724,Miejski Ośrodek Pomocy Społecznej w Wałczu,"ul. Nowomiejska 4, 78-600 Wałcz",Service not available
2733,Powiatowe Centrum Pomocy Rodzinie w Drawsku Pomorskim,"ul. Józefa Piłsudskiego 20, 78-500 Drawsko Pomorskie",Service not available
2736,Urząd Bminy w Biesiekierzu,76-039 Biesiekierz 103,Geocoding failed
2737,Urząd Gminy Będzino,76-037 Będzino 19,Geocoding failed
2743,Urząd Gminy i Miasta Ińsko,"ul. Boh. Warszawy 38, 73-140 Ińsko",Geocoding failed
2750,Urząd Gminy Siemyśl,"ul. Kołobrzeska 14, 78-123 Siemyśl","value too long for type character varying(100)
"
2752,Urząd Gminy Kołobrzeg,ul.Trzebiatowska 48a 78-100 Kołobrzeg,Geocoding failed
2761,Stowarzyszenie Nadzieja,Pieszycka 32 50-537 Wrocław,Service not available
2762,Stowarzyszenie dla Dzieci i Młodziezy SZANSA,ul.Perseusza 13 67-200 Głogów,Geocoding failed
2763,Fajne Babki,ul. księcia Józefa Poniatowskiego 18/27,Service timed out
2764,Stowarzyszenie Kultura Równości,ul. Kniaziewicza 28/2 50-455 Wrocław,Service timed out
2765,Stowarzyszenie Misja Dworcowa,"Kard. B. Kominka 3/5, 50-329 Wrocław",Geocoding failed
2767,Specjalistyczny Ośrodek Wsparcia dla Ofiar Przemocy w Rodzinie Stowarzyszenie Pomocy “Akson”,"Gen.T. Bora Komorowskiego 31, 51-210 Wrocław",Geocoding failed
2772,Centrum Praw Kobiet,"Ruska 46B/312, 50-079 Wrocław",Geocoding failed
2775,"Fundacja ""Dajmy Szansę""","ul. Piłsudskiego 95, 50-016 Wrocław",Service timed out
2780,Fundacja Daruma,ul.Bednarska 19/8 54-153 Wrocław,Geocoding failed
2781,"Fundacja ""Raduga""","ul. Grodzka 76, 59-220 Legnica",Service not available
2785,Fundacja Nie Tylko Matka Polka ,"Głowackiego 44 lok. 13, 87-100 Toruń",Geocoding failed
2798,Lokalny Punkt Pomocy Pokrzywdzonym Przestępstwem Rypin	,"ul. Warszawska 40, pokój 104, 87-500 Rypin",Geocoding failed
2803,Lokalny Punkt Pomocy Pokrzywdzonym Przestępstwem w Grudziądzu,"ul. Chełmińska 97 (budynek Caritas), 86-300 Grudziądz",Geocoding failed
2807,"Lubuski Ruch na Rzecz Kobiet i Rodziny ""Żar""","ul. Wrocławska 5, 68-200 Żary",Service not available
2808,Stowarzyszenie Twoja Rodzina,"Aleja Wojska Polskiego 116G, 65-762 Zieloina Góra",Geocoding failed
2809,Fundacja Spełnienie ,"67-300 Szprotawa,  ul.B.Prusa 7/3",Geocoding failed
2812,Koło Żarskie Towarzystwa Pomocy im. św. Brata Alberta,"68-200 Żary, ul. św. Brata Alberta 4",Service not available
2823,Stowarzyszenie Integracji Rodzin PRZYSTAŃ,"Ogrodowa 46, 22-100 Chełm",Service not available
2826,Fundacja Wsparcia Psychospołecznego,"ul. 28. Pułku Strzelców Kaniowskich 71, 90-558 Łódź",Service not available
2827,Okręgowy Ośrodek Pomocy Pokrzywdzonym Przestępstwem w Łodzi,"Plac Komuny Paryskiej 5A, lok. 507 i 509, 90-113 Łódź",Geocoding failed
2828,Stowarzyszenie Patria et Lex,"Plac Wolności 14 lok.24, 99-300 Kutno",Service not available
2830,Lokalny Punkt Pomocy Pokrzywdzonym Przestępstwem w Kutnie,"Plac Wolności 14 lok. 24, 99-300 Kutno",Geocoding failed
2833,Lokalny Punkt Pomocy Pokrzywdzonym Przestępstwem w Pabianicach,"ul. Traugutta 2, 95-200 Pabianice",Service not available
2836,Lokalny Punkt Pomocy Pokrzywdzonym Przestępstwem w Koluszkach,"ul. 11-go Listopada 41 nr 5, 95-040 Koluszki",Geocoding failed
2838,Stowarzyszenie „Trzeba Działać”,"ul. Franciszkańska 38/35, 91-815 Łódź",Service not available
2842,"Subvenio, Fundacja Interwencji Kryzysowej i Pomocy Psychologicznej",Al. T. Kościuszki 106/116 lok. 1U,Geocoding failed
2843,Centrum Diagnozy i Terapii Kotwica ,Pl.Kosciuszki 6a 99-200 Poddębice,Service timed out
2846,SWPA Pałacyk,Al. 3-go Maja 31 Piotrków Trybunalski,Geocoding failed
2849,Profilaktyczno - Rozwojowy Ośrodek Młodzieży i Dzieci PROM,"ul. S. Jaracza 40, 90-525 Łódź",Service not available
2851,Stowarzyszenie Łódzkie Dziewuchy Dziewuchom,"ul. Kpt. Pilota Żwirki 1C lok. 4D, 90-448 Łódź",Geocoding failed
2854,Fundacja Embrace,"ul. Grzegórzecka 67D/106, 31-559 Kraków",Geocoding failed
2857,Przejście – Stowarzyszenie Pomocy Ofiarom Wypadków i Katastrof Komunikacyjnych oraz Przemocy,"ul. Bł. Karoliny Kózkówny 69, 33-133 Zabawa, Polska",Geocoding failed
2860,Poradnia Specjalistyczna i Telefon Zaufania ARKA - Tarnów,"ul. Mościckiego 14 (IV piętro), 33-100 Tarnów",Geocoding failed
2861,Poradnia Specjalistyczna i Telefon Zaufania ARKA - Bochnia,"ul. Kościuszki 1/2 (I piętro), 32-700 Bochnia",Geocoding failed
2863,Poradnia Specjalistyczna i Telefon Zaufania ARKA - Limanowa,"ul. Zygmunta Augusta 35, 34-600 Limanowa",Service not available
2865,Stowarzyszenie SIEMACHA,UL.Długa 42 31-146 Kraków,Geocoding failed
2866,Armia Zbawienia / The Salvation Army ,ul. Ząbkowska 13/13  03-736 Warszawa,Service not available
2867,Fundacja PRZEMOCNIe,"Legionowo (niepełny adres podany przez osobę wypełniającą ankietę adres ze strony: 
Stępina 307 38-125 Stępina - woj.Podkarpackie)",Geocoding failed
2869,Stowarzyszenie na rzecz Przeciwdziałania Zjawiskom Patologii Społecznej Między Ludźmi im Anny Chałubińskiej ,"Ul Olszewska 7/9/11, 00-792 Warszawa",Geocoding failed
2872,La Strada Fundacja przeciwko Handlowi Ludźmi i Niewolnictwu,"skr. pocztowa nr 5, 00 - 956 Warszawa 10.",Geocoding failed
2876,Fundacja Centrum Praw Kobiet – Warszawa,"ul. Wilcza 60 lok. 19, 00-679 Warszawa",Geocoding failed
2877,Fundacja A.R.T.,"ul. Dąbrowszczaków 8/lok. 111, 03-474 Warszawa",Geocoding failed
2878,Stowarzyszenie OPTA,"ul. Marszałkowska 85 lok. 34, 00-683 Warszawa",Geocoding failed
2880,Powiślańska Fundacja Społeczna – Poradnia Rodzinna,"ul. Mokotowska 55 lok. 4, 00-542 Warszawa",Geocoding failed
2881,Powiślańska Fundacja Społeczna – Poradnia Rodzinna dla Ofiar Przemocy,"ul. Dobra 5 lok. 15/16, Warszawa",Geocoding failed
2883,Fundacja DOBROCZYNNI,"Dickensa 17 lok.53, 02-382 Warszawa",Geocoding failed
2884,Dobry Start,"Bracka18/63, 00-028 Warszawa",Geocoding failed
2887,Fundacja Przeciw Kulturze Gwałtu im. M. Hodgkinson,"ul. Z. Modzelewskiego 23/373, 02-679 Warszawa",Service not available
2893,Stowarzyszenie dla Rodzin,"ul. Nefrytowa 12, ul. Pszczyńska 26 m. 57, ul. Ząbkowska 39, Warszawa",Geocoding failed
2897,Fundacja Kolektyw Chemia,"Różana 69 lok. 3,02-569 Warszawa",Geocoding failed
2902,Stowarzyszenie dla Rodzin – Zespół Psychologiczno-Terapeutyczny Nowodwory,"ul. Nowodworska 35 m 51, 03-133 Warszawa",Service timed out
2904,Fundacja IKA im. Iki Szpakowskiej,"ul. Chmielna 15 pok. 102, 00-021 Warszawa",Geocoding failed
2910,Stowarzyszenie PORSO - Punkt Dębica,"ul. Cmentarna 1, Dębica",Service timed out
2918,Punkt Informacyjno-Konsultacyjny i Telefon Zaufania w Sędziszowie Małopolskim,"ul. Jana Pawła II 29, 39-120 Sędziszów Małopolski (Dom Parafialny, I piętro)",Geocoding failed
2920,Fundacja Domy Samotnych Matek z Dziećmi,"Łysakówek 14, 36-001 Łysakówek, gm. Trzebownisko",Geocoding failed
2921,Fundacja Latarnia,"Wola Piotrowa 34, 38-505 Bukowsko",Service timed out
2928,Fundacja Rozwoju Społecznego SPINACZ,"ul. Ludwika Waryńskiego 2, 45-047 Opole",Service not available
2929,Brzeskie Stowarzyszenie Abstynenta  Tama,"ul.Jana Pawła II 2, 49-300 Brzeg",Geocoding failed
2931,Stowarzyszenie Quisisana,"ul. Sienkiewicza 20, Oficyna, 45-037 Opole",Service not available
2938,Fundacja „ Glos kobiet Ukrainy „,"Mrągowo , Marcinkowo 76",Geocoding failed
2939,Lokalny Punkt Pomocy Pokrzywdzonym Przestępstwem w Nidzicy,13-100 Nidzica ul. Kolejowa 5,Geocoding failed
2941,Warmińsko-Mazurskie Stowarzyszenie Pomocy Pokrzywdzonym i Pomocy Prawnej SAPERE AUDE,"ul. Hubalczyków 2, 11-200 Bartoszyce",Service not available
2942,Okręgowy Ośrodek Pomocy Osobom Pokrzywdzonym Przestępstwem w Elblągu,"ul. Związku Jaszczurczego 17/101, 82-300 Elbląg",Service not available
2947,Lokalny Punkt Pomocy Pokrzywdzonym Przestępstwem – Stowarzyszenie PRYZMAT,"ul. Kościuszki 27A, Ełckie Centrum Rewitalizacji Społecznej „STAJNIA”, 19-300 Ełk",Geocoding failed
2948,Lokalny Punkt Pomocy Pokrzywdzonym Przestępstwem – SAPERE AUDE,"ul. Kopernika 7 (Liceum Katolickie), 11-500 Giżycko",Geocoding failed
2951,Lokalny Punkt Pomocy – Lidzbark Warmiński (SAPERE AUDE),"ul. Wierzbickiego 3B, 11-100 Lidzbark Warmiński",Service not available
2952,Lokalny Punkt Pomocy – Mrągowo (SAPERE AUDE),"ul. Kopernika 2C, 11-700 Mrągowo",Service not available
2953,Stowarzyszenie Wielokierunkowej Pomocy 'Remedium',"ul. Mikołaja Kopernika 2C lok. 9, 11-700 Mrągowo",Service timed out
2960,Stowarzyszenie Wspierania Działań na Rzecz Osób Potrzebujących Pomocy DROGA ,Niepodleglosci 19,Service not available
2962,Olsztyńskie Stowarzyszenie Pomocy Telefonicznej,10-123 Olsztyn Grunwaldzka 7A,Geocoding failed
2965,Stowarzyszenie Kobieta na PLUS ,12-220 Ruciane-Nida ul. Kolejowa  5 lok. 3,Geocoding failed
2966,Fundacja CzuliMy,ul. Kajki 7/19 10-546 w Olsztynie,Geocoding failed
2969,Warmińsko-Mazurskie Centrum Praw Kobiet – Punkt Konsultacyjny Ruciane-Nida,"ul. Polna 1 lok. 7, 12-220 Ruciane-Nida",Service not available
2970,Warmińsko-Mazurskie Centrum Praw Kobiet – Punkt Konsultacyjny Olsztyn,"ul. T. Szewczenki 1, 10-274 Olsztyn",Geocoding failed
2972,Fundacja Samotnych Matek z Dziećmi i Rodzin,"Nieławice, 18-430 Wizna",Service not available
2973,Okręgowy Ośrodek Pomocy Pokrzywdzonym Przestępstwem Towarzystwa AMICUS,"ul. Brukowa 28 lok. 8, 15-889 Białystok",Geocoding failed
2974,Lokalny Punkt Pomocy Pokrzywdzonym Przestępstwem w Augustowie (CAS Pryzmat),"ul. 3 Maja 60, 16-300 Augustów (MOPS)",Geocoding failed
2975,Lokalny Punkt Pomocy Pokrzywdzonym Przestępstwem w Bielsku Podlaskim (Towarzystwo AMICUS),"ul. Kazimierzowska 18/3, 17-100 Bielsk Podlaski (MOPS)",Service not available
2976,Lokalny Punkt Pomocy Pokrzywdzonym Przestępstwem w Grajewie (CAS Pryzmat),"ul. Strażacka 6, 19-200 Grajewo (MOPS)",Geocoding failed
2978,Centrum Aktywności Społecznej Pryzmat – Filia w Zambrowie (Stowarzyszenie Klub Abstynenta Ostoja),"ul. Fabryczna 3, 18-300 Zambrów",Service not available
2983,"Stowarzyszenie Rodzin Trzeźwościowych ""AZYL""","ul. Mieszka I 8c lok.16, 15-054 Białystok",Geocoding failed
2985,Białostockie Stowarzyszenie Klub Abstynentów 'Tęcza',"ul. Generała Józefa Hallera 8, 15-814 Białystok",Service not available
2986,Specjalistyczna Poradnia Rodzinna przy Towarzystwie Przyjaciół Dzieci Oddział Miejski w Białymstoku,"ul. Pietkiewicza 1, 15-689 Białystok",Service not available
2987,Biuro Porad Obywatelskich w Łomży,"ul. Szosa Zambrowska 1/27, lok. 215, 18-400 Łomża",Geocoding failed
2989,Polskie Stowarzyszenie Pedagogów Animatorów KLANZA Oddział Białystok - Mobilny Punkt Wsparcia 'Działamy Wspólnie',"ul. Witosa 15B lok. 12, 15-660 Białystok",Geocoding failed
2991,Hajnowskie Stowarzyszenie Abstynentów i Rodzin Klub Abstynentów 'DĄB',"ul. Ks. Wierobieja 18 (2 piętro), 17-200 Hajnówka",Geocoding failed
2992,Poradnia Rodzinna Fundacji EGO – Centrum Ochrony Dziecka,"ul. Noniewicza 91, 16-400 Suwałki","value too long for type character varying(255)
"
2993,Stowarzyszenie Bliżej Siebie Białystok - Eindhoven ,"ul. Boruty 19, 15-157 Białystok",Service not available
2997,Stowarzyszenie MONAR,KOCHANOWSKIEGO 7A,Service timed out
2998,Stowarzyszenie Na Rzecz Kobiet w Trudnej Sytuacji Życiowej „Junona”,"ul. Sokola 14/68, 82-500 Kwidzyn / Piekło 30, 82-400 Sztum",Geocoding failed
3008,Fundacja LUMUS – Ośrodek Lębork,"ul. Krzywoustego 1, Piętro 3, lok. 1, 84-300 Lębork",Geocoding failed
3009,Fundacja LUMUS – Ośrodek Słupsk,"al. Jana Pawła II 1, Lokale 633 i 635, 76-200 Słupsk",Geocoding failed
3010,Stowarzyszenie Opiekuńczo-Resocjalizacyjne „Prometeusz”,"ul. Nowiny 80, Gdańsk",Service not available
3011,Stowarzyszenie Opiekuńczo-Resocjalizacyjne „Prometeusz”,"ul. Zakopiańska 40, 80-139 Gdańsk",Service not available
3016,OgólnOgólnopolskie Stowarzyszenie Antymobbingowe OSA,ul. Warzywnicza 10/C/7 80-838 Gdańsk - tylko do korespondencji,Geocoding failed
3017,Fundacja IBUK – Punkt Nieodpłatnej Pomocy Prawnej i Poradnictwa Obywatelskiego,"Plac Słowiański 17, pokój 230 (II piętro), 82-200 Malbork",Geocoding failed
3020,Fundacja Teneo – Punkt NPP Jagiellońska,"ul. Jagiellońska 11, pokój 27, 80-366 Gdańsk (wejście od tyłu budynku PSONI)",Service timed out
3022,Stowarzyszenie Pelikan,"Gdańsk, ul. Brzozowa 15a",Geocoding failed
3023,Stowarzyszenie Praktyków Profilaktyki Społecznej,"pl. Solidarności 1, 80-863 Gdańsk (ECS, piętro III, biuro 3.23)",Geocoding failed
3026,Fundacja Pokolenia,Biuro: 83-110 Tczew ul Obrońców Westerplatte 6,Geocoding failed
3031,Dom Samotnej Matki i Ofiar Przemocy – Koło TP im. Św. Brata Alberta w Kielcach,"Wierna Rzeka 21, 26-065 Piekoszów",Service not available
3034,Częstochowskie Towarzystwo Profilaktyki Społecznej,ul.Rejtana 7b 42-202 Cęstochowa,Service not available
3039,Ośrodek Pomocy Pokrzywdzonym Przestępstwem – Piotrków Trybunalski,"ul. Narutowicza 84/4, 97-300 Piotrków Trybunalski",Service not available
3040,Lokalny Punkt – Radomsko,"ul. Kościuszki 12A, 97-500 Radomsko",Service timed out
3050,Terenowy Komitet Ochrony Praw Dziecka,"Aleja Pokoju 12, 42-207 Częstochowa",Service not available
3052,Stowarzyszenie Pomocy Rodzinie „Jesteśmy z Wami” – Punkt Konsultacyjny,ul. Kościuszki 1741-300 Dąbrowa Górnicza,Service not available
3056,Lokalny Punkt Pomocy Pokrzywdzonym Przestępstwem – Kędzierzyn-Koźle,"ul. Piramowicza 17, 47-200 Kędzierzyn-Koźle",Service timed out
3059,Lokalny Punkt Pomocy Osobom Pokrzywdzonym Przestępstwem w Żywcu,"ul. Rynek 12 (Parafia NMP, wejście od strony kantora), 34-300 Żywiec",Geocoding failed
3066,Stowarzyszenie na rzecz dzieci i młodzieży „Przystanek”,ul Osiedlowa 1/3 41-710 Ruda Śląska,Geocoding failed
3070,Stowarzyszenie na Rzecz Poradnictwa Obywatelskiego Dogma,"ul. Barona 30/pok. 319, 43-100 Tychy",Geocoding failed
3078,Fundacja Adapter,"ul. F. Chopina 1, 42-480 Poręba",Service timed out
3086,Ośrodek Wsparcia dla Ofiar Przemocy w Rodzinie (Dom Pomocna Dłoń),"ul. Błońsko 37A, 64-308 Jabłonna",Geocoding failed
3089,Centrum Interwencji Kryzysowej TIO – Koło,"ul. Księcia Józefa Poniatowskiego 21, Koło",Geocoding failed
3098,Fundacja PCPS – Poznańskie Centrum Profilaktyki Społecznej,"ul. Głogowska 27 (domofon 150), 60-702 Poznań",Geocoding failed
3104,Lokalny Punkt Pomocy – Kamień Pomorski,"ul. Garncarska 4, Kamień Pomorski",Service not available
3107,Lokalny Punkt Pomocy – Goleniów,"ul. Wojska Polskiego 28, pok. 104, Goleniów",Service not available
3112,Lokalny Punkt Pomocy – Świnoujście,"ul. Wojska Polskiego 1/5, Sala obsługi interesanta, Świnoujście",Geocoding failed
3118,Towarzystwo Przyjaciół Dzieci Oddział Powiatowy w Szczecinie,"ul. Papieża Jana Pawła II 42/U9, 70-415 Szczecin",Geocoding failed
3120,Towarzystwo Przyjaciół Dzieci Oddział Okręgowy w Koszalinie,"ul. Piłsudskiego 11-15, 75-501 Koszalin",Service not available
3124,Lokalny Punkt Pomocy w Myśliborzu,"Ośrodek Pomocy Społecznej, ul. 1 Maja 19, Myślibórz",Service not available
3125,Lokalny Punkt Pomocy w Choszcznie,"Powiatowe Centrum Pomocy Rodzinie, ul. Bolesława Chrobrego 27a, Choszczno",Service not available
